time,wx (rad/s),wy (rad/s),wz (rad/s)
5.853429,-0.01,-0.00,-0.01
5.855694,-0.00,0.01,-0.01
5.857440,-0.01,-0.00,0.00
5.859405,-0.01,-0.01,-0.00
5.861561,-0.00,-0.00,0.01
5.863503,-0.01,0.02,-0.01
5.865171,-0.00,-0.03,-0.01
5.867211,-0.00,-0.03,-0.02
5.870611,-0.00,0.03,0.00
5.871657,-0.02,0.01,-0.00
5.874788,-0.01,-0.01,-0.00
5.875568,-0.00,0.01,-0.01
5.877944,-0.02,0.01,-0.01
5.880543,-0.01,-0.03,-0.00
5.881980,0.01,-0.02,-0.00
5.883893,-0.02,0.04,0.01
5.886170,-0.00,-0.03,-0.00
5.888662,0.01,-0.04,-0.01
5.892520,-0.02,0.03,-0.01
5.893372,-0.01,-0.02,0.01
5.895248,0.02,-0.02,0.01
5.895775,-0.03,0.03,0.00
5.898237,-0.01,-0.01,-0.00
5.899702,-0.00,-0.02,0.00
5.903180,-0.01,-0.01,-0.01
5.903823,-0.01,0.04,-0.00
5.907214,-0.02,0.01,0.01
5.912817,-0.00,-0.03,0.00
5.913491,-0.00,-0.01,-0.00
5.913743,-0.01,0.01,0.01
5.913959,0.00,-0.01,0.02
5.916718,-0.01,0.02,-0.01
5.918359,-0.02,0.01,-0.00
5.919763,0.01,-0.04,-0.00
5.921800,0.02,-0.03,-0.01
5.934907,-0.02,0.05,0.00
5.935547,0.00,-0.00,0.01
5.935782,0.00,-0.03,0.01
5.935977,-0.01,-0.03,-0.01
5.936146,-0.00,0.02,0.01
5.936302,-0.01,0.02,0.00
5.936468,-0.00,-0.01,-0.00
5.938844,-0.00,-0.01,-0.02
5.942506,-0.01,0.02,-0.01
5.943049,-0.01,0.01,0.00
5.943266,0.00,-0.03,0.00
5.946559,-0.01,0.04,-0.00
5.947369,-0.01,0.01,0.00
5.949828,0.00,-0.02,-0.01
5.951771,-0.00,-0.01,0.00
5.953853,-0.01,0.01,0.01
5.956160,-0.01,0.01,0.02
5.957823,0.00,-0.02,0.01
5.960625,-0.01,-0.00,-0.00
5.961578,-0.01,0.02,-0.00
5.963616,-0.01,0.01,-0.00
5.965666,-0.01,0.01,-0.01
5.967823,-0.01,0.02,0.00
5.969496,-0.02,0.01,0.00
5.971451,0.00,-0.01,-0.00
5.974301,-0.01,-0.02,0.01
5.979741,-0.01,-0.03,0.01
5.981390,0.00,0.00,0.01
5.981682,-0.01,0.01,0.00
5.981860,-0.01,-0.01,-0.01
5.983670,0.00,-0.01,0.00
5.985554,-0.01,-0.01,-0.00
5.987497,-0.01,-0.01,-0.00
5.990614,-0.00,0.02,-0.00
5.991612,-0.01,0.02,0.02
5.996076,-0.00,-0.04,-0.00
5.997359,-0.01,0.00,-0.01
5.997582,-0.01,0.01,-0.00
5.999888,-0.01,-0.00,0.02
6.001636,0.00,-0.00,-0.00
6.003483,-0.00,0.01,-0.00
6.006667,-0.01,-0.00,-0.00
6.008559,0.00,-0.01,0.00
6.012718,0.00,0.00,0.01
6.013527,-0.02,0.03,-0.00
6.014134,0.01,-0.03,0.00
6.015548,-0.00,-0.01,-0.00
6.017701,-0.02,0.03,-0.01
6.019617,-0.01,0.01,-0.01
6.021700,0.00,-0.03,0.01
6.028775,-0.01,-0.02,-0.00
6.031018,0.00,0.01,0.01
6.032205,-0.01,0.02,0.01
6.032353,-0.00,-0.01,-0.01
6.032463,-0.00,-0.01,-0.00
6.033746,-0.01,0.00,-0.00
6.036580,-0.01,0.01,0.00
6.038562,-0.01,0.02,0.01
6.047145,-0.01,-0.00,0.01
6.047577,-0.01,-0.03,0.00
6.048048,0.00,-0.01,-0.00
6.048183,-0.01,0.02,-0.00
6.048290,-0.01,0.02,0.01
6.049895,0.00,-0.01,-0.01
6.051916,0.00,-0.00,-0.02
6.054176,-0.02,-0.01,-0.01
6.056427,-0.00,-0.00,0.02
6.058006,-0.01,0.01,0.02
6.060949,-0.01,0.01,0.00
6.062139,-0.02,0.01,-0.01
6.063936,-0.01,-0.03,-0.01
6.065592,0.01,-0.03,-0.00
6.067874,-0.01,0.01,0.00
6.069615,-0.02,0.02,0.00
6.071631,-0.00,0.01,0.01
6.074085,-0.01,-0.01,-0.01
6.075913,0.00,-0.01,-0.01
6.078131,-0.01,0.01,-0.00
6.079856,-0.00,0.02,0.00
6.082325,-0.02,0.01,0.00
6.084139,-0.00,-0.01,0.00
6.085843,-0.00,-0.01,0.00
6.088070,-0.00,-0.02,-0.00
6.089587,-0.01,0.01,0.00
6.092910,-0.00,0.01,0.00
6.093982,-0.01,0.02,-0.01
6.095869,-0.01,0.00,-0.01
6.097963,0.01,-0.02,0.01
6.099710,-0.01,0.01,0.00
6.102081,-0.01,0.02,0.00
6.103762,-0.00,-0.03,0.00
6.107681,-0.01,-0.03,-0.00
6.108035,-0.01,0.02,0.00
6.110854,-0.01,0.04,0.00
6.111654,-0.01,-0.01,-0.01
6.114021,0.00,-0.03,0.00
6.115885,-0.01,0.01,-0.00
6.117681,-0.02,0.02,0.01
6.119730,-0.01,-0.01,0.01
6.122178,0.01,-0.03,0.00
6.124007,-0.02,0.02,-0.00
6.127575,-0.00,0.01,-0.01
6.127757,0.00,0.01,-0.01
6.129690,-0.01,0.00,0.00
6.131934,-0.00,-0.02,0.01
6.134126,-0.00,0.00,-0.01
6.136226,-0.01,0.01,0.00
6.137946,0.00,-0.04,0.00
6.139740,0.01,-0.03,-0.00
6.144055,-0.02,0.04,-0.00
6.144264,-0.00,-0.01,0.00
6.145810,-0.00,-0.02,-0.00
6.147878,0.00,0.01,0.00
6.149893,-0.02,0.02,0.00
6.151996,-0.00,-0.01,-0.01
6.154476,0.00,-0.03,0.00
6.156573,-0.00,-0.01,-0.00
6.158636,-0.02,0.03,-0.01
6.160273,0.00,-0.01,0.02
6.162198,-0.00,-0.02,-0.01
6.164162,-0.00,0.01,0.01
6.165929,-0.01,0.01,0.01
6.168050,0.00,-0.02,0.00
6.169939,-0.01,0.02,-0.00
6.172009,-0.01,-0.00,0.00
6.174081,0.00,-0.02,-0.01
6.176757,-0.00,0.01,0.00
6.178337,-0.02,0.02,-0.00
6.180085,0.00,-0.03,0.00
6.182090,-0.00,-0.01,0.00
6.184073,-0.01,-0.00,-0.00
6.186268,0.00,-0.00,-0.00
6.188127,-0.00,0.01,0.00
6.191168,-0.01,0.00,-0.00
6.194072,0.00,-0.03,-0.00
6.195307,-0.01,0.01,-0.01
6.196134,-0.02,0.02,-0.00
6.198097,-0.00,-0.02,0.01
6.199986,-0.00,0.00,-0.01
6.202078,-0.02,0.02,-0.00
6.204314,0.00,-0.00,-0.01
6.206247,-0.00,-0.04,-0.01
6.208457,0.00,0.00,0.01
6.210152,-0.01,0.04,-0.00
6.212418,-0.01,0.01,0.01
6.214227,0.01,-0.04,0.00
6.216148,0.01,-0.00,-0.01
6.218113,-0.02,0.03,0.00
6.220015,0.00,-0.02,-0.00
6.221943,0.00,-0.00,-0.01
6.228907,-0.02,0.01,-0.00
6.229328,0.01,-0.03,0.00
6.229742,-0.01,0.02,0.00
6.230325,-0.01,0.04,-0.00
6.232170,-0.00,-0.02,0.00
6.234465,-0.00,-0.02,-0.01
6.236243,0.00,-0.01,-0.01
6.238097,-0.02,0.03,0.00
6.239915,0.00,-0.03,0.01
6.242321,-0.01,0.03,-0.00
6.243999,-0.02,0.02,-0.00
6.246031,0.00,-0.04,-0.00
6.248214,0.00,-0.02,0.00
6.250151,-0.01,0.04,0.00
6.251942,-0.02,0.02,0.00
6.254216,0.01,-0.04,-0.01
6.256477,-0.01,0.02,-0.00
6.258161,-0.02,0.05,0.00
6.260223,-0.01,-0.01,-0.00
6.262255,0.00,-0.01,-0.00
6.264179,-0.01,0.01,-0.00
6.266267,-0.01,-0.02,0.00
6.268245,-0.00,0.00,-0.00
6.270137,-0.01,0.01,0.00
6.272173,-0.01,0.00,-0.01
6.274241,-0.01,-0.01,0.01
6.276524,-0.00,-0.02,-0.01
6.278396,0.00,-0.01,0.00
6.280122,-0.01,0.03,-0.00
6.282351,-0.01,-0.01,0.02
6.284537,0.00,-0.02,0.00
6.286322,-0.01,0.01,-0.00
6.288366,-0.01,0.02,-0.01
6.290164,-0.00,-0.02,0.00
6.292233,-0.00,-0.03,-0.00
6.294901,-0.00,-0.00,-0.01
6.296188,-0.01,0.01,0.01
6.298492,-0.01,0.02,-0.00
6.300482,-0.02,0.01,-0.00
6.302742,0.01,-0.02,-0.00
6.304456,-0.01,0.00,0.00
6.306322,-0.02,-0.00,0.00
6.308366,0.00,0.00,0.00
6.310463,-0.01,0.01,0.01
6.312511,-0.02,0.01,-0.01
6.314454,-0.00,-0.02,-0.00
6.316474,-0.01,-0.02,0.01
6.318330,-0.01,0.01,0.00
6.320457,-0.01,0.01,-0.00
6.322656,-0.00,-0.01,-0.01
6.332098,-0.01,-0.02,0.01
6.333237,-0.01,-0.01,-0.01
6.333462,-0.00,0.03,-0.00
6.333932,-0.01,0.00,0.00
6.334297,0.01,-0.01,0.01
6.334504,-0.01,-0.00,0.01
6.336637,-0.01,-0.01,-0.02
6.338346,-0.00,-0.00,0.01
6.340871,-0.00,0.01,0.01
6.342536,-0.01,-0.02,0.00
6.344718,0.00,0.01,-0.01
6.346652,-0.00,0.02,-0.00
6.348212,-0.03,0.00,0.00
6.350334,0.01,-0.03,-0.00
6.352294,0.01,0.02,-0.00
6.354479,-0.04,0.03,-0.01
6.356579,0.02,-0.07,0.00
6.358495,-0.00,0.02,-0.00
6.360459,-0.02,0.05,-0.01
6.362471,-0.01,0.00,-0.00
6.364185,0.00,-0.02,0.00
6.366430,-0.01,-0.02,0.00
6.368514,-0.00,-0.01,0.00
6.370427,-0.01,0.02,0.02
6.372569,-0.01,-0.01,0.00
6.374501,-0.00,-0.04,-0.00
6.376580,0.00,0.01,-0.01
6.378245,-0.02,0.02,-0.00
6.380213,-0.01,0.01,-0.01
6.382488,-0.01,0.00,0.01
6.384440,-0.01,-0.02,0.00
6.386396,-0.00,-0.02,-0.00
6.388615,0.01,0.00,-0.00
6.390757,-0.01,0.02,-0.01
6.393072,-0.01,-0.03,0.01
6.394689,-0.00,-0.04,0.01
6.396295,-0.00,0.03,-0.01
6.399009,-0.02,0.01,0.01
6.400343,0.00,-0.04,0.02
6.402416,0.01,-0.03,-0.01
6.404566,-0.02,0.03,-0.00
6.408106,-0.00,0.01,-0.00
6.408422,-0.01,-0.01,0.01
6.410703,0.00,-0.04,-0.01
6.413971,-0.02,0.05,-0.00
6.414610,-0.03,0.05,-0.00
6.416998,0.01,-0.03,0.01
6.418691,-0.00,-0.02,0.00
6.420628,-0.01,0.03,-0.01
6.436587,-0.01,-0.01,0.00
6.438542,0.01,-0.04,0.00
6.439022,-0.02,0.04,-0.00
6.439161,-0.02,0.05,0.00
6.439263,-0.01,-0.01,-0.00
6.439345,0.00,-0.01,-0.01
6.439678,-0.01,-0.01,0.01
6.439806,-0.00,-0.00,0.01
6.439893,-0.00,-0.00,0.00
6.445462,-0.01,-0.01,0.00
6.446224,-0.00,-0.01,-0.01
6.446464,-0.01,0.00,0.00
6.446584,-0.00,0.02,-0.00
6.448486,-0.00,0.04,-0.00
6.450518,-0.02,-0.02,0.00
6.452486,0.01,-0.04,-0.01
6.454883,-0.02,0.02,-0.01
6.456907,-0.02,0.01,0.01
6.458861,0.00,0.00,0.00
6.460451,-0.02,0.01,-0.00
6.462851,-0.02,-0.00,-0.00
6.464536,0.01,-0.03,-0.01
6.466902,-0.01,0.01,0.02
6.468706,-0.00,0.01,0.00
6.470564,-0.00,0.00,-0.00
6.473072,-0.01,0.00,-0.00
6.474982,-0.00,-0.01,-0.00
6.476843,-0.00,-0.00,-0.00
6.479308,-0.01,0.01,-0.00
6.480800,-0.00,-0.01,0.00
6.483063,-0.01,-0.02,-0.00
6.484772,-0.00,-0.00,-0.00
6.486942,-0.00,-0.00,-0.00
6.488922,-0.02,0.00,-0.01
6.490660,-0.00,-0.00,0.00
6.492771,-0.00,0.01,0.00
6.494858,-0.02,0.03,0.00
6.496838,-0.01,-0.00,0.00
6.498542,0.01,-0.03,-0.01
6.500475,-0.02,0.03,-0.01
6.502797,-0.01,-0.02,0.01
6.504826,0.01,-0.05,0.00
6.507645,0.00,0.00,-0.01
6.509113,-0.03,0.03,0.00
6.510776,-0.01,-0.01,0.01
6.513325,0.00,-0.02,-0.01
6.514986,-0.01,0.03,0.00
6.517090,-0.02,0.02,-0.01
6.518852,0.01,-0.02,0.01
6.520508,-0.01,0.03,-0.00
6.523830,-0.01,-0.03,-0.00
6.525695,0.00,-0.06,0.00
6.526593,-0.00,0.02,0.00
6.528952,-0.03,0.04,-0.01
6.530982,-0.01,-0.01,-0.00
6.532734,-0.00,-0.02,-0.01
6.534812,-0.01,0.01,-0.00
6.536642,0.00,0.02,0.00
6.538749,-0.01,0.02,0.01
6.540720,-0.01,-0.04,0.01
6.544939,-0.00,-0.01,-0.01
6.546875,-0.00,0.02,-0.01
6.547012,-0.01,-0.00,0.00
6.548726,0.02,-0.02,-0.01
6.550859,-0.03,0.06,-0.01
6.553012,-0.02,0.01,-0.01
6.554905,0.03,-0.06,0.00
6.556816,-0.02,0.05,0.01
6.558937,-0.04,0.06,0.02
6.561117,0.01,-0.05,0.00
6.562753,-0.00,-0.01,-0.01
6.564853,-0.03,0.01,-0.01
6.566781,-0.00,0.01,-0.00
6.568651,-0.00,-0.00,-0.01
6.570912,-0.02,0.02,-0.00
6.573128,-0.01,0.02,-0.01
6.575073,-0.00,-0.02,0.01
6.577381,0.00,-0.01,-0.00
6.579220,-0.00,0.02,0.01
6.580835,-0.01,0.00,0.01
6.584931,0.00,-0.02,-0.01
6.585153,-0.01,-0.01,-0.01
6.586973,-0.01,-0.01,-0.00
6.589474,-0.01,0.02,0.01
6.591283,-0.01,0.02,-0.01
6.592755,-0.02,-0.00,-0.01
6.595022,0.00,-0.04,-0.01
6.596908,-0.01,0.02,0.01
6.598833,-0.02,0.03,-0.00
6.600916,-0.00,0.01,-0.00
6.603640,-0.01,-0.01,-0.00
6.605565,0.00,-0.03,-0.01
6.607653,-0.00,-0.01,-0.01
6.609185,-0.01,0.02,0.00
6.611071,-0.00,-0.02,-0.00
6.615073,0.01,-0.02,0.00
6.615287,-0.02,0.02,-0.02
6.617504,-0.01,0.01,-0.01
6.619176,-0.01,-0.01,0.00
6.621026,0.00,-0.03,0.01
6.624738,-0.01,0.02,-0.01
6.625131,-0.02,0.01,0.00
6.630020,-0.00,-0.03,0.00
6.630314,0.01,-0.02,-0.00
6.631276,-0.03,0.04,-0.00
6.634926,0.01,-0.02,-0.01
6.635519,0.01,-0.01,-0.01
6.638887,-0.02,0.04,-0.01
6.645152,-0.00,-0.02,0.01
6.647584,0.00,-0.04,0.00
6.648108,0.00,0.01,-0.00
6.648241,-0.03,0.01,0.01
6.648582,-0.00,-0.03,0.00
6.649559,0.00,-0.02,-0.01
6.651207,-0.02,0.03,-0.01
6.653126,-0.01,-0.01,-0.00
6.655214,0.00,-0.03,0.01
6.657100,-0.01,-0.00,-0.01
6.659024,-0.02,0.04,-0.00
6.661912,-0.02,-0.00,0.00
6.663239,0.01,-0.05,0.00
6.665199,-0.02,0.03,-0.00
6.666971,-0.01,0.01,-0.01
6.669070,0.00,-0.02,0.01
6.671271,0.00,-0.03,0.00
6.673277,-0.02,0.03,-0.01
6.675607,-0.02,0.02,-0.00
6.677283,0.00,-0.04,0.00
6.680330,-0.00,0.00,-0.00
6.682006,-0.03,0.04,-0.01
6.683365,-0.01,0.01,-0.00
6.686554,0.00,-0.03,-0.00
6.687856,-0.01,-0.03,0.00
6.692538,-0.01,0.00,0.01
6.692898,-0.01,0.04,0.00
6.693169,-0.00,-0.02,-0.00
6.695962,0.00,-0.03,-0.00
6.697734,-0.01,-0.00,-0.00
6.699369,-0.02,0.04,-0.00
6.701178,0.00,-0.01,0.00
6.704893,-0.00,-0.00,-0.01
6.705443,-0.01,-0.01,-0.00
6.710464,0.00,-0.02,-0.01
6.710997,-0.00,0.01,0.00
6.711174,-0.02,0.01,0.00
6.715216,-0.00,0.00,-0.01
6.715455,-0.01,-0.02,-0.00
6.717918,0.00,-0.01,-0.00
6.719399,-0.01,0.03,0.01
6.721382,-0.01,-0.01,0.00
6.740584,0.00,-0.04,0.00
6.741708,0.00,-0.01,-0.01
6.742167,-0.02,0.03,-0.01
6.742323,-0.01,-0.01,0.01
6.742469,0.01,-0.02,-0.01
6.742611,-0.02,0.04,0.00
6.742772,-0.00,-0.04,0.00
6.742920,0.02,-0.03,-0.00
6.743052,-0.02,0.03,-0.00
6.743198,0.00,-0.02,0.00
6.743330,0.01,-0.03,-0.01
6.745008,-0.02,0.02,0.00
6.748725,-0.01,-0.01,0.01
6.749293,0.01,-0.01,-0.00
6.751376,-0.02,0.01,0.00
6.753666,-0.00,-0.01,0.00
6.755479,-0.00,0.01,-0.00
6.760548,-0.02,0.02,-0.00
6.761473,-0.00,-0.00,-0.01
6.761723,0.00,-0.01,-0.00
6.763920,-0.01,-0.00,0.00
6.766098,-0.00,-0.01,-0.01
6.768151,-0.01,0.01,0.02
6.770340,-0.01,0.00,-0.02
6.771806,0.01,-0.00,-0.00
6.775987,-0.02,0.01,-0.01
6.777945,0.00,-0.02,0.01
6.779145,-0.00,-0.03,0.01
6.779444,0.01,0.00,-0.00
6.781598,-0.02,0.02,0.01
6.783467,0.00,-0.00,-0.01
6.785866,0.00,-0.01,-0.01
6.787704,-0.01,0.01,-0.00
6.791572,-0.01,0.01,0.00
6.792780,-0.01,-0.01,0.00
6.793991,-0.00,-0.03,0.00
6.795499,-0.01,0.01,0.00
6.797925,-0.01,0.00,-0.01
6.799267,0.00,-0.01,-0.01
6.801952,-0.01,0.01,-0.01
6.803391,-0.00,-0.00,0.01
6.805790,-0.00,-0.00,0.01
6.809150,-0.00,0.02,0.00
6.809814,-0.02,0.01,0.00
6.811697,0.01,-0.05,0.00
6.814156,0.00,-0.03,-0.01
6.816479,-0.02,0.04,0.00
6.818118,-0.00,-0.01,0.00
6.820106,0.00,-0.01,0.01
6.821961,-0.01,-0.01,-0.00
6.827634,-0.01,-0.00,-0.00
6.834111,-0.01,-0.01,-0.00
6.834329,0.00,0.01,0.01
6.834502,-0.01,0.02,0.00
6.834653,-0.01,0.01,-0.01
6.834824,-0.01,0.00,-0.02
6.836939,0.00,-0.03,-0.00
6.839497,-0.00,0.00,0.01
6.839832,-0.01,0.01,0.01
6.851198,0.00,0.00,-0.00
6.852148,-0.01,-0.01,-0.00
6.852356,-0.00,-0.02,-0.01
6.852899,0.00,-0.02,-0.00
6.853284,-0.01,0.02,-0.00
6.853457,-0.01,0.04,-0.00
6.854010,-0.01,0.02,0.01
6.856904,-0.00,-0.02,-0.01
6.858481,0.00,-0.01,-0.01
6.860918,-0.01,-0.00,0.00
6.861949,-0.01,0.00,0.01
6.864265,0.00,-0.00,-0.00
6.866380,-0.01,0.00,-0.01
6.867605,-0.01,0.01,-0.01
6.870321,-0.01,0.00,0.01
6.872203,-0.01,0.00,-0.01
6.873449,0.00,-0.02,-0.01
6.876799,-0.00,0.01,-0.00
6.877555,-0.01,0.01,0.01
6.880862,-0.00,-0.01,-0.01
6.881273,0.00,-0.01,-0.00
6.883834,-0.01,-0.00,-0.01
6.885618,0.00,-0.02,0.01
6.887533,0.00,-0.02,0.00
6.890089,-0.01,0.03,-0.00
6.891443,-0.01,0.01,0.00
6.895489,0.00,-0.01,-0.01
6.895962,0.00,-0.01,-0.01
6.897765,-0.02,0.01,-0.00
6.900148,0.00,-0.01,0.01
6.901573,-0.00,-0.01,0.00
6.903695,-0.01,0.02,-0.01
6.906017,-0.00,-0.00,-0.01
6.907414,0.00,-0.02,-0.01
6.909498,-0.00,-0.01,-0.00
6.911664,-0.01,0.04,-0.01
6.915747,-0.01,0.01,-0.01
6.916600,0.00,-0.03,-0.01
6.918052,0.00,0.03,-0.01
6.919795,-0.02,0.02,-0.00
6.921433,-0.00,-0.01,0.01
6.933506,0.02,-0.03,-0.01
6.936262,-0.02,0.05,0.01
6.938067,-0.00,-0.04,-0.00
6.939821,0.02,-0.04,-0.01
6.942145,-0.01,-0.01,-0.00
6.943542,-0.01,0.01,0.00
6.945469,0.00,-0.00,-0.00
6.946391,-0.01,0.04,-0.01
6.948402,-0.02,0.01,-0.00
6.950453,0.00,0.00,-0.01
6.952331,-0.01,0.00,-0.00
6.954630,-0.00,-0.03,0.01
6.956416,0.00,-0.01,0.01
6.957394,-0.01,0.02,0.01
6.958422,-0.01,0.01,-0.01
6.959315,0.01,-0.02,-0.01
6.959894,-0.00,0.01,-0.01
6.960712,-0.01,-0.01,0.00
6.964531,0.01,-0.02,0.00
6.965887,-0.02,0.04,0.01
6.966061,-0.02,0.02,0.01
6.966211,0.01,-0.03,-0.01
6.970259,-0.01,-0.00,-0.01
6.979477,-0.02,0.00,-0.00
6.979727,-0.00,0.01,-0.00
6.979899,-0.02,0.01,-0.00
6.980063,-0.01,0.01,0.00
6.980200,0.01,-0.01,0.00
6.980298,-0.01,0.01,-0.00
6.982075,-0.01,-0.02,0.01
6.984017,0.01,-0.03,-0.00
6.985905,-0.01,0.05,-0.00
6.987893,-0.01,-0.00,-0.01
6.990781,0.01,-0.02,-0.01
6.992765,-0.01,-0.01,-0.00
6.993576,-0.01,0.03,-0.00
6.995940,-0.00,-0.00,0.01
6.998080,-0.01,-0.01,-0.00
7.000038,0.00,-0.02,-0.00
7.001933,-0.01,0.01,-0.01
7.009716,-0.00,-0.00,-0.01
7.009933,-0.01,0.01,0.00
7.010083,-0.00,-0.01,0.01
7.010222,-0.01,0.01,-0.01
7.016417,-0.01,0.01,0.00
7.016818,-0.01,-0.01,-0.01
7.016957,-0.00,0.02,0.00
7.018130,-0.01,0.03,-0.00
7.020082,-0.02,0.02,-0.01
7.023264,-0.00,-0.04,0.01
7.023945,0.00,-0.01,0.00
7.027029,-0.01,0.02,-0.01
7.027911,-0.01,0.03,0.00
7.030188,0.00,-0.04,-0.00
7.031896,0.00,-0.03,-0.02
7.034096,-0.00,0.02,-0.00
7.035817,-0.01,0.02,0.00
7.037803,-0.00,0.00,0.01
7.040458,0.01,-0.03,-0.00
7.041860,-0.01,0.01,-0.00
7.044402,-0.00,0.00,-0.01
7.046106,0.00,-0.03,0.00
7.047805,-0.01,-0.02,0.00
7.049799,-0.01,0.04,-0.00
7.051811,-0.03,0.03,-0.00
7.053989,0.00,-0.03,0.00
7.056447,0.00,0.01,-0.00
7.058054,-0.02,0.02,0.01
7.061396,0.00,-0.02,0.01
7.061799,0.00,-0.00,-0.00
7.063844,-0.02,-0.01,-0.00
7.065872,-0.00,-0.01,-0.00
7.067664,-0.00,0.02,0.00
7.070436,-0.01,0.01,-0.00
7.072051,0.01,-0.03,0.01
7.074099,-0.00,-0.01,-0.00
7.076869,-0.01,0.02,0.00
7.078034,0.00,0.00,0.00
7.079871,0.00,-0.02,-0.01
7.081841,-0.01,-0.01,0.00
7.083840,-0.01,0.02,0.01
7.086048,-0.00,0.02,-0.00
7.088007,-0.01,0.01,-0.00
7.090710,-0.01,-0.01,0.00
7.093455,0.01,-0.03,0.00
7.094429,0.00,0.00,0.01
7.096050,-0.02,0.03,0.00
7.097970,0.01,-0.04,0.00
7.099815,0.01,-0.02,-0.00
7.101999,-0.03,0.04,-0.01
7.104756,0.01,-0.02,0.00
7.106343,0.00,-0.02,-0.00
7.108578,-0.02,0.02,0.00
7.110511,-0.00,0.01,-0.00
7.111754,-0.00,-0.01,0.00
7.114189,-0.01,-0.01,-0.00
7.116008,0.00,-0.02,0.00
7.118225,-0.01,0.03,-0.00
7.120529,-0.02,0.02,0.01
7.121951,0.01,-0.02,-0.01
7.124206,-0.00,0.03,0.00
7.126327,-0.02,-0.01,-0.01
7.127908,0.01,-0.03,-0.01
7.130658,-0.00,0.01,0.01
7.131812,-0.01,0.01,0.01
7.133929,-0.00,0.02,0.00
7.136208,-0.02,0.00,-0.00
7.138005,-0.00,-0.02,-0.01
7.140220,-0.01,-0.00,-0.00
7.143265,-0.01,0.01,0.00
7.144060,-0.01,0.01,0.00
7.145898,-0.00,-0.01,-0.00
7.148044,-0.01,0.00,-0.00
7.150136,-0.00,-0.01,0.00
7.152104,-0.01,0.02,-0.00
7.154102,-0.01,-0.00,0.00
7.156185,0.00,-0.03,0.01
7.158280,0.00,0.00,-0.00
7.160124,-0.02,0.00,-0.01
7.162177,-0.00,-0.01,-0.00
7.164070,-0.01,-0.00,0.00
7.166426,-0.00,-0.02,-0.01
7.167969,0.00,-0.00,-0.01
7.170340,-0.01,0.01,0.01
7.174003,-0.00,-0.03,-0.00
7.174373,-0.00,0.01,0.00
7.176357,-0.01,0.03,-0.01
7.178181,-0.01,0.00,-0.01
7.180103,0.00,-0.03,0.01
7.182065,0.00,-0.02,-0.01
7.184173,-0.01,0.03,0.00
7.186335,-0.00,0.01,0.01
7.188256,-0.01,0.00,-0.01
7.190431,-0.01,-0.02,-0.00
7.192036,0.00,-0.03,-0.01
7.194320,-0.01,0.03,0.02
7.196230,-0.02,0.06,0.01
7.198227,-0.01,-0.00,-0.00
7.200331,0.01,-0.05,-0.00
7.202337,-0.01,0.01,-0.00
7.204067,-0.02,0.02,0.01
7.207338,0.00,0.00,0.00
7.208387,-0.01,0.02,-0.01
7.211494,-0.02,0.02,-0.01
7.212831,-0.00,-0.01,-0.02
7.214334,-0.00,-0.02,-0.00
7.216231,-0.01,0.01,0.02
7.218528,-0.01,0.02,0.01
7.221461,-0.01,0.00,-0.01
7.222821,0.00,-0.03,-0.00
7.224154,-0.00,-0.03,-0.00
7.227283,-0.00,0.02,-0.01
7.228839,-0.01,0.02,0.01
7.230950,-0.01,-0.00,0.00
7.231970,0.01,-0.02,-0.00
7.234301,-0.02,0.02,-0.00
7.236590,-0.01,-0.01,0.00
7.238894,-0.00,-0.01,0.00
7.240478,-0.01,0.00,-0.00
7.242708,-0.01,0.03,-0.00
7.244366,-0.02,0.03,-0.01
7.246386,-0.00,-0.05,0.00
7.248348,0.01,-0.01,0.00
7.250570,-0.03,0.04,0.02
7.252141,-0.02,0.01,0.01
7.254170,0.02,-0.04,-0.02
7.256293,-0.03,0.06,-0.00
7.258536,-0.03,0.04,-0.01
7.260182,0.00,-0.03,0.01
7.262761,0.00,-0.01,-0.00
7.264160,-0.01,0.00,0.01
7.266352,-0.01,-0.00,0.01
7.268063,-0.00,0.00,-0.01
7.270141,-0.01,0.00,-0.01
7.272362,-0.00,-0.02,-0.01
7.274340,-0.01,0.02,-0.00
7.276541,-0.01,0.01,-0.00
7.278378,-0.00,-0.02,-0.00
7.280267,-0.00,0.01,0.01
7.282587,-0.01,0.00,0.01
7.284381,-0.00,-0.01,-0.01
7.286296,-0.01,-0.00,-0.01
7.288338,-0.01,-0.02,-0.00
7.290496,0.01,-0.03,0.01
7.292219,-0.00,0.01,-0.01
7.294486,-0.02,0.04,0.00
7.296743,0.00,-0.03,-0.00
7.298506,0.01,-0.04,-0.00
7.300293,-0.01,0.02,0.00
7.302508,-0.00,-0.00,0.00
7.304207,-0.01,-0.01,0.00
7.307634,-0.00,-0.00,-0.01
7.308363,-0.01,0.01,0.00
7.311181,0.00,-0.01,-0.00
7.312396,0.00,0.00,-0.00
7.315164,-0.02,0.00,0.00
7.316336,0.00,0.01,-0.00
7.319173,-0.01,0.02,-0.00
7.320281,-0.01,0.01,-0.01
7.322742,-0.01,-0.04,0.00
7.324632,0.01,-0.03,-0.00
7.327733,0.00,0.00,0.00
7.328646,-0.02,0.05,0.00
7.330501,-0.01,0.01,-0.00
7.332211,-0.00,-0.02,-0.01
7.334591,0.00,-0.02,-0.01
7.336705,-0.01,0.01,0.01
7.338881,0.00,-0.01,0.00
7.340543,-0.00,0.01,0.00
