time,gFx,gFy,gFz,TgF
0.711381,0.0633,-0.0450,0.9833,0.986
0.712085,0.0694,-0.0432,0.9841,0.987
0.715706,0.0677,-0.0398,0.9872,0.990
0.716368,0.0645,-0.0415,1.0083,1.011
0.719384,0.0723,-0.0452,1.0053,1.009
0.720166,0.0738,-0.0437,1.0019,1.006
0.725510,0.0603,-0.0418,1.0183,1.021
0.726620,0.0481,-0.0408,1.0119,1.014
0.727225,0.0420,-0.0403,0.9975,0.999
0.727930,0.0428,-0.0391,1.0019,1.004
0.731590,0.0393,-0.0327,1.0021,1.003
0.732298,0.0479,-0.0408,1.0041,1.006
0.734493,0.0467,-0.0408,1.0065,1.008
0.735226,0.0403,-0.0447,1.0051,1.007
0.741267,0.0347,-0.0410,0.9999,1.001
0.742343,0.0279,-0.0381,0.9963,0.997
0.742859,0.0276,-0.0386,0.9941,0.995
0.743299,0.0408,-0.0423,0.9733,0.975
0.747109,0.0506,-0.0498,0.9824,0.985
0.747821,0.0586,-0.0520,0.9999,1.003
0.751776,0.0559,-0.0498,0.9968,1.000
0.752477,0.0398,-0.0413,0.9824,0.984
0.754554,0.0335,-0.0396,0.9860,0.987
0.761958,0.0249,-0.0420,0.9760,0.977
0.763013,0.0215,-0.0491,0.9765,0.978
0.763581,0.0388,-0.0540,0.9740,0.976
0.764026,0.0374,-0.0535,0.9657,0.968
0.764476,0.0420,-0.0508,0.9689,0.971
0.767106,0.0496,-0.0408,0.9699,0.972
0.767794,0.0374,-0.0386,0.9699,0.971
0.772125,0.0322,-0.0396,0.9748,0.976
0.773035,0.0335,-0.0403,0.9699,0.971
0.785915,0.0320,-0.0413,0.9890,0.990
0.787100,0.0310,-0.0393,0.9880,0.989
0.787593,0.0340,-0.0376,0.9753,0.977
0.787970,0.0357,-0.0320,0.9899,0.991
0.788298,0.0371,-0.0303,0.9848,0.986
0.788655,0.0313,-0.0335,0.9745,0.976
0.789140,0.0535,-0.0349,0.9951,0.997
0.789521,0.0545,-0.0340,0.9970,0.999
0.791356,0.0606,-0.0318,0.9907,0.993
0.792015,0.0767,-0.0310,0.9987,1.002
0.795136,0.0735,-0.0300,1.0134,1.016
0.795789,0.0777,-0.0340,1.0100,1.014
0.798585,0.0657,-0.0300,0.9992,1.002
0.799133,0.0735,-0.0335,1.0290,1.032
0.802463,0.0782,-0.0388,1.0276,1.031
0.803669,0.0628,-0.0310,0.9890,0.991
0.807751,0.0650,-0.0330,1.0097,1.012
0.809003,0.0618,-0.0386,1.0053,1.008
0.810561,0.0481,-0.0413,0.9926,0.995
0.812393,0.0557,-0.0418,1.0065,1.009
0.814971,0.0442,-0.0413,1.0134,1.015
0.815695,0.0330,-0.0396,1.0151,1.016
0.819780,0.0428,-0.0386,1.0256,1.027
0.820448,0.0298,-0.0344,1.0151,1.016
0.823197,0.0271,-0.0359,1.0105,1.011
0.824307,0.0269,-0.0364,0.9987,1.000
0.827083,0.0291,-0.0420,1.0168,1.018
0.828627,0.0384,-0.0442,0.9980,1.000
0.831133,0.0327,-0.0420,0.9782,0.980
0.831811,0.0330,-0.0384,0.9850,0.986
0.835031,0.0366,-0.0344,0.9836,0.985
0.835673,0.0327,-0.0359,0.9745,0.976
0.840106,0.0437,-0.0406,0.9833,0.985
0.841420,0.0508,-0.0432,0.9806,0.983
0.843220,0.0469,-0.0435,0.9850,0.987
0.844377,0.0503,-0.0430,0.9868,0.989
0.847502,0.0415,-0.0384,0.9740,0.976
0.848232,0.0374,-0.0418,0.9787,0.980
0.852060,0.0374,-0.0410,0.9711,0.973
0.852694,0.0303,-0.0344,0.9657,0.967
0.855353,0.0357,-0.0472,0.9814,0.983
0.856062,0.0318,-0.0454,0.9743,0.976
0.858672,0.0369,-0.0428,0.9819,0.983
0.859913,0.0396,-0.0376,0.9953,0.997
0.862794,0.0249,-0.0352,0.9802,0.981
0.863618,0.0315,-0.0393,0.9919,0.993
0.866989,0.0398,-0.0342,1.0051,1.006
0.869106,0.0327,-0.0335,0.9995,1.001
0.872382,0.0408,-0.0300,0.9999,1.001
0.873232,0.0462,-0.0281,1.0009,1.002
0.880044,0.0415,-0.0283,1.0043,1.006
0.881206,0.0584,-0.0269,0.9902,0.992
0.881701,0.0591,-0.0242,0.9926,0.995
0.882141,0.0594,-0.0347,1.0097,1.012
0.882587,0.0657,-0.0352,0.9982,1.001
0.883428,0.0650,-0.0423,1.0024,1.005
0.886783,0.0713,-0.0408,1.0134,1.017
0.887440,0.0674,-0.0347,0.9921,0.995
0.900989,0.0586,-0.0352,0.9931,0.995
0.901916,0.0584,-0.0354,0.9860,0.988
0.902295,0.0572,-0.0379,0.9755,0.978
0.902625,0.0635,-0.0420,0.9860,0.989
0.903004,0.0650,-0.0403,0.9833,0.986
0.903305,0.0435,-0.0435,0.9841,0.986
0.903596,0.0357,-0.0371,0.9885,0.990
0.903896,0.0286,-0.0344,0.9870,0.988
0.914343,0.0156,-0.0388,0.9872,0.988
0.915403,0.0161,-0.0386,0.9687,0.970
0.915867,0.0144,-0.0432,0.9723,0.973
0.916266,0.0286,-0.0423,0.9762,0.978
0.916676,0.0359,-0.0474,0.9672,0.969
0.917215,0.0352,-0.0445,0.9736,0.975
0.919615,0.0393,-0.0435,0.9770,0.979
0.927207,0.0274,-0.0325,0.9675,0.968
0.928138,0.0151,-0.0391,0.9689,0.970
0.928591,0.0344,-0.0376,0.9687,0.970
0.929068,0.0252,-0.0454,0.9736,0.975
0.929419,0.0310,-0.0347,0.9733,0.974
0.929752,0.0388,-0.0371,0.9621,0.964
0.932437,0.0430,-0.0327,0.9701,0.972
0.934985,0.0428,-0.0381,0.9750,0.977
0.935485,0.0359,-0.0349,0.9719,0.973
0.941032,0.0347,-0.0366,0.9826,0.984
